episode,reward
284,-33.463066
285,-36.16779
286,-19.829697
287,-28.451323
288,-31.031286
289,5.6969676
290,7.5761642
291,-24.546032
292,-11.783667
293,-32.49456
294,-11.669121
295,-11.146251
296,-36.14179
297,-14.022565
298,-16.379715
299,-40.13478
300,-37.547195
301,-15.580076
302,-11.528727
303,-32.584206
304,-31.566679
305,-20.44202
306,-37.54588
307,-33.5342
308,-28.885693
309,-7.087873
310,-39.374996
311,-26.378422
312,-31.834461
313,-3.6519387
314,-36.48098
315,-38.526825
316,-11.289302
317,-26.13393
318,-14.352825
319,-14.198055
320,-14.140516
321,-11.536225
322,-34.782185
323,-35.040638
324,-13.00882
325,-15.262503
326,-12.141729
327,-17.82959
328,-13.106342
329,-12.907958
330,-35.765797
331,-2.99938
332,-35.331783
333,-11.366779
334,-31.732433
335,-26.108368
336,-35.0669
337,-11.132139
338,-12.3080845
339,-24.846598
340,-39.894924
341,-13.061445
342,-24.829763
343,-36.81698
344,-13.472122
345,-41.978233
346,-11.653999
347,-11.186134
348,-26.743067
349,-27.887564
350,-34.60614
351,-31.230618
352,-33.14214
353,-28.883768
354,-14.194385
355,-11.222241
356,-32.74322
357,-13.827315
358,-14.492121
359,-32.255604
360,-35.325497
361,-9.497283
362,-17.000172
363,-36.54553
364,-11.876669
365,-11.0751505
366,-27.752758
367,-11.314299
368,-26.833237
369,4.549903
370,-28.127716
371,-10.900431
372,-3.8841352
373,-11.178589
374,-7.4036775
375,-42.82291
376,-25.6703
377,-11.455854
378,-28.073277
379,-33.601395
380,-19.997105
381,3.9251251
382,-11.361907
383,-23.07184
384,-26.539175
385,-35.528698
386,-17.014973
387,-11.181561
388,-11.212753
389,-35.677883
390,-28.152166
391,-14.246409
392,-34.386
393,-32.069668
394,-25.425201
395,-11.34026
396,-11.774882
397,-37.486355
398,-7.341003
399,-12.518834
400,-17.303188
401,-11.146017
402,-35.93599
403,-24.23187
404,-12.223776
405,-23.97447
406,-34.885517
407,-42.549824
408,-12.834101
409,-24.943981
410,-28.810902
411,-29.768103
412,-4.0522723
413,-14.01475
414,7.863185
415,-14.069535
416,-14.131415
417,-27.153791
418,-35.518116
419,-41.591614
420,-31.6839
421,-11.303604
422,-39.025867
423,-32.39889
424,-11.286922
425,-28.587952
426,-11.318664
427,-11.13705
428,-38.08982
429,-6.479696
430,-12.899347
431,-15.72138
432,-21.285294
433,-29.228344
434,-23.399748
435,-16.048449
436,-37.686306
437,-27.552406
438,-11.44002
439,-11.144466
440,-38.25563
441,-27.812864
442,7.0446596
443,-12.059174
444,-39.138145
445,-33.179424
446,-39.541115
447,-45.787113
448,-21.783905
449,-16.151604
450,8.095781
451,-11.58786
452,-49.454292
453,-11.127658
454,-11.343073
455,-37.50644
456,-53.361847
457,-11.391972
458,-44.50534
459,-51.14743
460,-11.939829
461,-57.77071
462,-54.220013
463,-20.22428
464,-43.73205
465,-10.466537
466,-36.776165
467,-13.54368
468,-40.50218
469,7.505947
470,-18.976727
471,-11.72474
472,-11.823653
473,-11.903662
474,-12.369156
475,-24.175323
476,-42.823334
477,-21.75436
478,-37.979877
479,-11.908054
480,-9.048334
481,-11.880018
482,-20.662035
483,-11.831616
484,1.6342745
485,-9.728234
486,-49.97873
487,7.1687803
488,-11.214373
489,-20.377134
490,-11.712335
491,-8.123397
492,-40.67915
493,-46.330482
494,-45.418552
495,7.0121546
496,-48.479214
497,-45.47998
498,-12.1009655
499,-14.092358
500,-11.669697
501,-42.54173
502,-62.149254
503,-51.08267
504,-53.210716
505,-11.183446
506,-20.94952
507,-11.714099
508,-18.433578
509,-11.757083
510,-37.67455
511,-12.031069
512,-35.370785
513,-12.166667
514,-50.565533
515,-55.702816
516,-42.06697
517,-11.274807
518,-17.957888
519,-54.90806
520,-13.902612
521,-14.912163
522,-38.523857
523,6.6512103
524,-41.975758
525,-37.985004
526,-12.139173
527,-14.938307
528,-11.426768
529,-35.99929
530,-45.166046
531,-45.44396
532,-35.829277
533,-14.483108
534,-41.125584
535,-48.69511
536,-11.343643
537,-15.457306
538,-13.992048
539,-35.171864
540,-36.630337
541,-11.3366165
542,-37.805786
543,-38.18459
544,-44.46735
545,-17.332325
546,-14.928265
547,-23.647457
548,-56.086544
549,-13.640646
550,-37.23906
551,-11.571651
552,-40.605015
553,-11.383856
554,-11.798166
555,8.392601
556,-37.953606
557,-43.760048
558,-35.996593
559,7.7585773
560,-33.29749
561,-9.684997
562,-33.88245
563,-11.783014
564,-8.559752
565,-1.684802
566,-12.098488
567,-31.091007
568,-35.930748
569,-30.051813
570,-38.272274
571,-31.585262
572,-23.228558
573,-18.899527
574,-30.576242
575,-11.491267
576,-12.524869
577,-13.033535
578,-15.527222
579,-12.350137
580,-6.820082
581,-23.805153
582,-15.500814
583,-26.547066
584,5.597916
585,-25.731125
586,-22.137337
587,-10.413691
588,-33.38289
589,-20.12821
590,-10.729882
591,-10.769735
592,-14.823216
593,-8.140161
594,-26.527588
595,-12.420738
596,-32.693096
597,-29.225529
598,-2.8643417
599,-10.704071
600,-29.697746
601,-10.965022
602,-27.185974
603,-18.929249
604,-33.52515
605,-18.969696
606,7.049423
607,-36.777996
608,-12.848679
609,-31.120407
610,-29.353094
611,-10.078541
612,-22.023956
613,-27.998383
614,-10.865668
615,-28.227695
616,-11.401036
617,-12.2024555
618,-18.489098
619,-24.612858
620,-2.972401
621,-11.331855
622,-25.690622
623,-10.794315
624,-2.066288
625,-34.465416
626,-6.8691063
627,-25.575645
628,-24.325106
629,6.376529
630,-7.40405
631,-13.342442
632,-4.9941263
633,-13.179796
634,2.485622
635,-38.074722
636,-25.974638
637,-26.900755
638,-0.44834292
639,-11.928002
640,-38.02229
641,9.312634
642,-38.562325
643,-11.099349
644,-11.242632
645,-18.825224
646,-37.496075
647,-29.158731
648,-44.205147
649,-11.183275
650,-11.274882
651,-50.722218
652,-40.904163
653,-33.862938
654,-13.107181
655,-11.565521
656,-32.500267
657,-38.76493
658,-38.84715
659,-51.780632
660,-14.985579
661,-39.563255
662,-9.215991
663,-14.764042
664,-34.95287
665,-11.633866
666,-11.305904
667,-41.59822
668,-28.036854
669,-11.310338
670,-19.82198
671,-39.32844
672,-42.508812
673,-15.051552
674,-11.560715
675,0.4157505
676,-3.2231553
677,-28.35412
678,-39.017094
679,-11.076425
680,-8.000972
681,-10.80331
682,-0.54311126
683,-14.30649
684,2.9622808
685,-40.739582
686,-6.8355103
687,-15.829351
688,-11.552732
689,-41.555107
690,-42.971176
691,-22.617138
692,-0.44852158
693,-12.88043
694,-13.455354
695,-15.745468
696,-11.285514
697,-11.853629
698,-24.362465
699,-12.009599
700,-5.68962
701,-11.158908
702,-20.304276
703,-16.042955
704,-1.6347818
705,-16.071043
706,-17.307652
707,-11.106276
708,-10.936358
709,-16.568024
710,-22.55125
711,-48.562805
712,-10.4154625
713,-1.0445629
714,-14.469427
715,-31.901268
716,-15.5988
717,-43.18915
718,-35.13417
719,-15.183298
720,-25.31696
721,3.4558268
722,-38.729107
723,-18.818193
724,-37.997864
725,-12.44274
726,-5.3738174
727,-6.6988134
728,8.760268
729,-11.876844
730,-13.426501
731,-13.675856
732,-15.602705
733,-20.041698
734,-42.05495
735,-21.912235
736,-11.445555
737,-30.62777
738,-25.869904
739,-17.61545
740,-2.221497
741,-11.576147
742,0.31623554
743,-15.90725
744,-19.768919
745,-2.998326
746,-13.421988
747,-21.348923
748,-26.702576
749,-18.90391
750,-12.970215
751,-13.087288
752,-11.83169
753,-14.519739
754,-18.669098
755,-16.776667
756,-19.879807
757,-18.903687
758,6.5930204
759,-17.104738
760,6.5141773
761,-4.142266
762,5.309582
763,-13.712145
764,2.532494
765,-14.958157
766,-13.32759
767,-21.617981
768,8.655535
769,-17.262157
770,-34.852455
771,-16.85588
772,-16.542385
773,-13.670777
774,-15.187748
775,-11.922551
776,-11.4404745
777,-16.396166
778,-11.643146
779,-11.505415
780,-12.578924
781,-14.158549
782,-21.30362
783,-14.30588
784,-28.30935
785,-15.389691
786,-4.613015
787,-30.484386
788,-12.99881
789,-8.72676
790,-19.78433
791,-29.598032
792,-13.16838
793,-12.931787
794,0.9471512
795,-13.252898
796,-11.908303
797,-13.553123
798,-16.776482
799,-11.554274
800,-11.674198
801,-17.913677
802,-10.456425
803,-11.098237
804,-7.9837623
805,-17.765285
806,-17.35506
807,-16.443405
808,-4.233685
809,-21.885155
810,-5.4508457
811,-24.121548
812,-14.997462
813,-13.7578535
814,-13.241068
815,-21.004326
816,-11.361342
817,-27.388214
818,-11.407012
819,5.941155
820,-12.08351
821,5.4030952
822,-20.06426
823,1.7787781
824,-19.169523
825,-11.781473
826,-13.089964
827,-12.444445
828,-17.54161
829,-13.758384
830,7.2263813
831,-12.232464
832,5.9013534
833,5.403962
834,-7.554003
835,-11.746164
836,-10.870841
837,-11.956892
838,-15.088774
839,-2.103312
840,-19.282799
841,-11.720823
842,-26.211136
843,-16.803667
844,-12.730673
845,-14.080463
846,-11.7531185
847,-17.872797
848,-23.479977
849,-11.616589
850,-11.662931
851,-13.204682
852,9.483613
853,-11.425363
854,-11.606769
855,-13.512867
856,9.280249
857,-9.689969
858,-9.019749
859,9.431975
860,-19.517778
861,-10.948353
862,-15.258867
863,-12.209124
864,-13.009456
865,-11.56226
866,9.486225
867,-13.653119
868,-11.646641
869,-11.844448
870,-22.27196
871,8.801091
872,-23.312439
873,9.360154
874,7.340165
875,-16.390575
876,-12.726513
877,-11.981951
878,-16.477905
879,-11.654105
880,-17.627153
881,8.951815
882,-21.22445
883,-2.9336653
884,-11.917979
885,-13.594863
886,-8.387585
887,8.50553
888,-13.935562
889,-13.997897
890,-9.105212
891,-23.0692
892,9.348982
893,-11.499106
894,-6.255804
895,-14.403988
896,9.228479
897,-11.583423
898,-13.209805
899,-16.285374
900,-11.900411
901,-12.124716
902,-14.704848
903,-12.97283
904,-17.075237
905,-11.746826
906,-6.423139
907,-2.2271316
908,-16.95891
909,-24.15195
910,-12.748525
911,-13.391017
912,-17.859196
913,-19.906002
914,-5.4836407
915,-20.29106
916,-12.319061
917,-19.711185
918,-13.202538
919,-12.06306
920,-11.513277
921,-21.547369
922,-12.445058
923,-13.205069
924,-13.058745
925,-6.1568055
926,-11.72091
927,4.101894
928,-21.428022
929,-7.620214
930,-11.408045
931,-20.142454
932,-0.5017196
933,-1.6311541
934,-18.637905
935,-16.934767
936,-12.805866
937,-19.400856
938,-14.479973
939,-13.615363
940,-10.364397
941,-12.427738
942,9.337553
943,-25.911674
944,-8.011539
945,-16.932516
946,-13.546169
947,-10.588908
948,-12.960775
949,-19.22332
950,9.640602
951,-11.921104
952,-11.009443
953,-12.755064
954,-6.4064565
955,-0.68366873
956,-17.109295
957,-13.297048
958,-13.610693
959,-18.942347
960,6.361271
961,-11.843611
962,-14.716179
963,9.093454
964,-11.922898
965,-15.855846
966,-10.804743
967,9.570614
968,-11.558538
969,-11.2415695
970,-13.560528
971,7.5044947
972,-11.645794
973,-22.468266
974,8.154423
975,-17.422909
976,-18.725435
977,-11.514116
978,-17.51412
979,-18.989037
980,-15.205485
981,-19.745577
982,-0.4734152
983,9.128185
984,6.6431108
985,-12.933178
986,-12.003275
987,7.019862
988,-0.48546606
989,-11.600441
990,-11.859706
991,-11.374457
992,-12.545048
993,8.578905
994,-26.662493
995,-12.433615
996,-14.796864
997,-14.464048
998,-12.920532
999,-15.613947
1000,-11.956727
1001,-11.1768465
1002,-13.017084
1003,-14.80742
1004,-20.438597
1005,-12.373373
1006,-13.36895
1007,8.851671
1008,-6.441963
1009,8.069004
1010,-11.527809
1011,-16.153921
1012,-27.213957
1013,-5.6357784
1014,-11.635042
1015,-11.4334545
1016,-26.854912
1017,-13.950913
1018,-9.061541
1019,-15.35133
1020,-14.446781
1021,-12.049104
1022,-12.683333
1023,9.939598
1024,-25.413084
1025,-11.874209
1026,-9.316236
1027,-11.634357
1028,-4.4668994
1029,-13.214581
1030,-11.557689
1031,-13.869645
1032,-14.034978
1033,-8.994899
1034,-9.18867
1035,-11.702293
1036,-15.228213
1037,-11.863955
1038,-11.452259
1039,-11.735158
1040,-13.543443
1041,-11.916485
1042,-0.34483805
1043,-5.441888
1044,-12.302099
1045,-8.925111
1046,-19.103687
1047,-0.560266
1048,-13.941034
1049,-16.66579
1050,-26.37334
1051,-13.229301
1052,-0.53149164
1053,-25.004433
1054,-12.284069
1055,-11.255415
1056,-12.229485
1057,-12.901971
1058,9.129391
1059,-12.279473
1060,-13.020174
1061,-16.524378
1062,-18.82068
1063,-0.6740716
1064,-27.231056
1065,-15.85479
1066,-7.8760233
1067,-11.660283
1068,-12.244774
1069,-15.396083
1070,-11.570618
1071,4.6212935
1072,-11.6913
1073,-12.392541
1074,-3.8976836
1075,-12.095318
1076,-8.443754
1077,-0.49797097
1078,-14.26407
1079,-19.947685
1080,-12.05881
1081,-13.681825
1082,-14.294785
1083,-11.8085375
1084,3.0631266
1085,-14.485382
1086,-5.6957207
1087,6.381212
1088,-11.782913
1089,-11.395375
1090,-13.228992
1091,-2.7353272
1092,5.4549165
1093,-18.709866
1094,-12.094636
1095,-13.607178
1096,-12.79752
1097,-8.878898
1098,-17.061348
1099,-7.7527485
1100,-11.505387
1101,-11.566357
1102,-16.081432
1103,-11.24964
1104,-17.338943
1105,-11.198784
1106,-11.291472
1107,-13.984749
1108,8.811588
1109,9.220658
1110,-11.406712
1111,-11.816502
1112,-11.677795
1113,-14.202758
1114,-11.952627
1115,-15.78613
1116,-13.567157
1117,-17.173727
1118,9.633281
1119,9.698118
1120,-16.278767
1121,-11.850517
1122,-11.70444
1123,-14.673085
1124,-12.016001
1125,7.6020756
1126,-12.425131
1127,-13.041188
1128,-11.143352
1129,-16.829456
1130,-12.7913685
1131,-6.50974
1132,9.644779
1133,-9.817598
1134,-17.46297
1135,-12.723043
1136,-11.679372
1137,-11.84839
1138,-11.805259
1139,9.166261
1140,-13.147486
1141,-0.4494879
1142,-11.6478195
1143,-18.311596
1144,-12.297005
1145,-15.328182
1146,-5.0440235
1147,-13.982379
1148,-12.623902
1149,7.620284
1150,-12.021002
1151,-9.455688
1152,-8.920665
1153,-13.017992
1154,-4.669246
1155,-13.792488
1156,-9.045558
1157,-0.45503044
1158,-12.869166
1159,-11.511128
1160,-0.511286
1161,9.352413
1162,7.853524
1163,-16.28317
1164,-12.372894
1165,9.105647
1166,-22.042652
1167,-12.861116
1168,-0.37978017
1169,-4.4646893
1170,-12.682101
1171,-10.412102
1172,-13.825298
1173,-11.333074
1174,-10.806711
1175,-11.372796
1176,-14.631777
1177,-11.30271
1178,8.535306
1179,-6.91643
1180,8.502574
1181,-13.536228
1182,-11.725206
1183,9.744664
1184,-11.312764
1185,-12.624195
1186,-14.781271
1187,-18.571842
1188,-8.835144
1189,4.879266
1190,-7.3803453
1191,-10.981194
1192,-13.838181
1193,-11.900181
1194,-9.676071
1195,8.6246395
1196,-0.74831456
1197,9.474159
1198,-12.921677
1199,6.623188
1200,-4.6052766
1201,-12.465984
1202,9.768547
1203,-11.707064
1204,-1.8288537
1205,-11.043831
1206,8.916103
1207,3.1127849
1208,8.911593
1209,-0.61175036
1210,-21.93543
1211,-11.80698
1212,-11.771158
1213,-12.247779
1214,-11.882227
1215,7.824569
1216,-11.723895
1217,-13.77246
1218,9.030097
1219,-0.42219412
1220,-14.249912
1221,-14.160406
1222,-0.9806721
1223,-11.07485
1224,-8.961849
1225,7.6142206
1226,6.837632
1227,-11.975396
1228,-10.928953
1229,-10.245092
1230,-10.737357
1231,-16.682035
1232,-16.39879
1233,-10.858645
1234,-11.843525
1235,-5.190421
1236,8.961375
1237,-10.960915
1238,-12.6035595
1239,-13.823893
1240,-13.7360935
1241,9.537654
1242,-11.142653
1243,-0.380179
1244,-11.738182
1245,4.968656
1246,-6.8362975
1247,-12.410374
1248,-14.461245
1249,-11.716066
1250,-10.858123
1251,-14.404745
1252,-11.139631
1253,-12.618948
1254,9.5658045
1255,4.8115616
1256,-11.804533
1257,-11.742637
1258,-12.288757
1259,-14.127798
1260,9.156241
1261,-14.585022
1262,-6.9586363
1263,6.4208183
1264,-11.108483
1265,-13.146309
1266,-13.629276
1267,-11.116971
1268,-17.363012
1269,9.908183
1270,-13.083439
1271,6.2373395
1272,-15.163244
1273,-2.425549
1274,-13.6668625
1275,9.221651
1276,-14.4898205
1277,-14.036566
1278,-3.0715003
1279,-17.475151
1280,-1.8745342
1281,-15.766331
1282,-7.93898
1283,-12.217107
1284,-11.924926
1285,-16.253235
1286,-11.438526
1287,-11.190791
1288,-13.207797
1289,5.274158
1290,-11.980865
1291,-13.60508
1292,-17.686111
1293,-0.5885791
1294,-0.46888265
1295,9.772094
1296,-13.66667
1297,-11.44049
1298,-11.425231
1299,-10.748339
1300,-11.104383
1301,-13.152711
1302,-3.2892685
1303,-11.700275
1304,-11.494504
1305,-9.755048
1306,-14.138499
1307,8.983229
1308,-16.59528
1309,-13.721947
1310,-12.680584
1311,9.673253
1312,-0.44052714
1313,-4.932222
1314,-12.143269
1315,-12.332247
1316,-13.634385
1317,-12.960443
1318,-10.6770525
1319,-12.032293
1320,-10.01961
1321,-13.580444
1322,-12.920747
1323,-16.759367
1324,-12.413377
1325,-4.028286
1326,-12.838217
1327,-11.769437
1328,-11.4489975
1329,-12.548871
1330,-10.218699
1331,-14.526244
1332,-12.364065
1333,-12.9779005
1334,-10.858406
1335,-11.862001
1336,-10.999491
1337,-11.333933
1338,-3.5755014
1339,7.7830067
1340,-15.954519
1341,-11.801882
1342,-17.128979
1343,-13.821081
1344,-8.337138
1345,-12.629036
1346,9.239583
1347,9.114746
1348,-10.273976
1349,-13.755578
1350,9.933727
1351,9.493364
1352,-12.976708
1353,-1.3555264
1354,-12.8877
1355,-2.7372417
1356,-12.873212
1357,7.2853456
1358,-13.001019
1359,-12.893806
1360,9.708139
1361,-10.97265
1362,-15.30285
1363,5.6516643
1364,4.281684
1365,-4.167382
1366,9.605586
1367,-11.828046
1368,-10.878941
1369,9.719094
1370,-7.2539115
1371,-11.010555
1372,-6.130642
1373,-12.700146
1374,7.5845156
1375,-9.753815
1376,-12.384824
1377,-2.0908632
1378,-11.78268
1379,-11.229923
1380,-10.325053
1381,-13.815145
1382,-3.2193258
1383,-11.261082
1384,-10.905023
1385,7.4750996
1386,-13.040211
1387,9.318537
1388,9.756663
1389,9.566196
1390,-11.31169
1391,-13.597488
1392,-5.3566804
1393,9.712151
1394,-12.576814
1395,-10.987441
1396,-13.898131
1397,-10.925486
1398,-11.797204
1399,-8.340461
1400,-14.176186
1401,-2.0806587
1402,-12.13788
1403,-11.897063
1404,-12.02561
1405,-11.12286
1406,-16.891993
1407,-14.302707
1408,6.951145
1409,-4.7367587
1410,-12.897549
1411,-14.652799
1412,-12.530804
1413,-5.5637493
1414,-11.6767845
1415,-2.0469775
1416,-11.306936
1417,-9.139921
1418,-12.20155
1419,4.7079506
1420,-6.083194
1421,9.459312
1422,-12.594664
1423,-9.097913
1424,-19.387253
1425,-12.293393
1426,-11.266008
1427,-0.88533455
1428,-12.093515
1429,-13.58287
1430,-11.602894
1431,-11.42245
1432,-11.921491
1433,-28.43196
1434,-11.39109
1435,-10.885327
1436,-14.926275
1437,-8.73635
1438,9.649755
1439,-15.826216
1440,9.93441
1441,-12.885112
1442,-12.146715
1443,-13.43091
1444,-15.267179
1445,-12.207739
1446,-1.3206263
1447,-13.274942
1448,-12.916061
1449,-11.357441
1450,-16.611664
1451,-10.637369
1452,-7.927967
1453,-11.387392
1454,9.2548895
1455,-4.939829
1456,-11.353609
1457,-14.233707
1458,-3.8495915
1459,9.097284
1460,-10.408074
1461,-12.248004
1462,-10.122181
1463,8.236663
1464,-11.364422
1465,-6.375048
1466,-11.136097
1467,-13.627172
1468,-16.772736
1469,7.9854584
1470,9.282383
1471,-14.775995
1472,7.8731976
1473,-6.520661
1474,-12.779931
1475,-12.333657
1476,-11.103457
1477,-23.85698
1478,-5.866696
1479,-0.4641056
1480,-14.623667
1481,-2.7238789
1482,-21.455986
1483,-6.644166
1484,-11.281493
1485,-15.947626
1486,-11.199447
1487,-15.364482
1488,-15.311827
1489,-14.644905
1490,-9.980025
1491,-14.623901
1492,-7.7818246
1493,8.500825
1494,9.192887
1495,-0.45355397
1496,-12.914554
1497,-18.8617
1498,-19.79174
1499,-13.035577
1500,-5.3307757
1501,-8.072842
1502,-12.808884
1503,-17.560757
1504,-0.82033944
1505,9.456477
1506,-5.271796
1507,-8.439489
1508,-4.594906
1509,-10.217655
1510,-12.07543
1511,-4.2472043
1512,-11.672546
1513,-13.329138
1514,-0.2581478
1515,9.313801
1516,9.370131
1517,-10.81886
1518,-11.486683
1519,-13.648902
1520,-12.332834
1521,-12.563532
1522,-11.328381
1523,-13.62477
1524,-17.875992
1525,-14.80695
1526,-15.560905
1527,-12.980849
1528,-8.036585
1529,-12.4634075
1530,-16.045712
1531,-11.308248
1532,-6.4130793
1533,-10.979275
1534,-14.357359
1535,-0.82358706
1536,8.9083605
1537,-11.071559
1538,-3.0521338
1539,-13.902623
1540,-11.526269
1541,-11.238723
1542,-12.41308
1543,-24.303146
1544,-14.664568
1545,-11.524902
1546,-1.6451858
1547,-8.259937
1548,-14.07992
1549,-16.100685
1550,-8.35923
1551,-11.783432
1552,9.33417
1553,-10.836173
1554,-13.034494
1555,-18.081673
1556,-19.6124
1557,-16.79984
1558,-16.426374
1559,-0.7699999
1560,0.88659286
1561,-14.869394
1562,-12.2510605
1563,-13.741604
1564,-12.377137
1565,-11.168488
1566,-17.130272
1567,-11.115622
1568,9.32417
1569,-11.449037
1570,-15.154308
1571,-18.095724
1572,-10.661506
1573,9.389145
1574,-13.188497
1575,-12.020381
1576,-11.293002
1577,-13.302359
1578,-17.830944
1579,-12.979691
1580,-12.860022
1581,9.011019
1582,-1.5024025
1583,-14.081426
1584,-11.470997
1585,-16.71733
1586,-11.517882
1587,-14.46406
1588,-11.43616
1589,-11.577051
1590,-11.911135
1591,-11.35697
1592,8.185501
1593,8.001165
1594,9.326271
1595,-0.07241844
1596,-12.178095
1597,-11.422843
1598,-12.124886
1599,-8.591393
1600,-0.2634638
1601,-16.44609
1602,-11.411652
1603,-11.718893
1604,9.33819
1605,-14.566336
1606,-0.54993695
1607,-14.592926
1608,-14.633506
1609,-10.787636
1610,4.3548427
1611,-11.625871
1612,8.0480795
1613,-9.307058
1614,-17.100502
1615,-12.222616
1616,-11.91828
1617,-13.190761
1618,-15.853546
1619,-15.577353
1620,-6.4651313
1621,-12.970024
1622,9.686029
1623,-11.378205
1624,-12.415634
1625,-23.08469
1626,-10.76217
1627,9.238118
1628,-16.962639
1629,-17.082462
1630,-12.664159
1631,-0.3248715
1632,-12.635813
1633,-10.956827
1634,9.1778965
1635,-11.540945
1636,-18.850227
1637,-12.807476
1638,-0.2655513
1639,-14.461974
1640,-0.62845486
1641,-14.68668
1642,-1.229574
1643,-24.100603
1644,9.417041
1645,-11.531575
1646,-19.820854
1647,9.982216
1648,-11.9506855
1649,-12.682064
1650,-12.976103
1651,-14.890011
1652,-8.311508
1653,-12.758849
1654,9.454062
1655,-10.90039
1656,-11.476208
1657,-11.387403
1658,-11.643132
1659,-15.506067
1660,5.2358265
1661,-15.733522
1662,-4.548129
1663,-3.2741094
